,Title,Company_name,Location,Contract_type,Requirement,Salary,Technical_skills,Link_image,URL
486,Technical Business Analyst,GKIM Digital,"Khu đô thị Sala, Đường Mai Chí Thọ, Thu Thiem, Thành Phố Thủ Đức, Ho Chi Minh City, Vietnam",Full-time,"Job description GKIM is looking for smart and tech-savvy English speakers to work with us and our clients, turning business requirements and user insights into delightful user experiences and digital money-making machines for our clients.   In this role, you need to demonstrate experience and creativity in system development and application design. You'll work with our CEO, our clients, our UI/UX designers, our product managers and our development team.   If you are interested in and can prove your experience in technical business analysis or related roles and exceptional communication skills, do get in touch.Job requirements Responsible: - Act as the bridge between the product owner, clients and offshore to clarify requirements and develop the technical documents for the development team (developers, testers, UI designer) and facilitate communication among internal team members - Develop data models base on the business requirements  - Performing system analyzes on software programs, applications, and web services. - Efficiently integrating new systems, programs, and applications with business operations and services. - Monitoring product licenses and ensuring compliance with IT industry regulations.  Skills required: - A bachelor's degree in computer science or information technology, and an accredited qualification in management consultancy, or similar. - Extensive experience in technical business analysis in a related industry. - Advanced knowledge of programming languages like SQL and system integration solutions. With a preference for backend experience to analyze data models for product design and task documentation. - Ability to design and maintain efficient customer portal support and feedback channels. - Ensuring optimal system functionality via integrated diagnostics. - Exceptional communication skills toward facilitating the use of new software systems. - Knowledge of relevant licensing and industry compliance regulations. - Excellent in English - Technical writing skills and process modeling: proficient in writing/drawing diagrams, creating technical documents. - Experience in data analysis to leverage insights for feature suggestions, improvements, and product ideation debates. - Experience in business domains such as healthcare preferred - Strong negotiation skills for roadmap planning, conflict resolution, decision-making, presentations, and persuasion. - Ability to work on estimates and propose budgets with development team for a development requirement",From $1000,"SKILLBusiness Analysis, Technical Document Writing, Product Design, Requirement Analysis, Software Analysis",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F38%2F11073675.png&w=256&q=75,https://www.vietnamworks.com/technical-business-analyst--1765651-jd?source=searchResults&searchType=2&placement=1766251&sortBy=date
487,[Remote - HCM] Game Operation/ Operator/ Designer/ Planner,Công Ty TNHH Ateam Việt Nam,"Ho Chi Minh, Ho Chi Minh City, Vietnam",Full-time,"Job description Vị trí này chuyên về VẬN HÀNH game, gồm các công việc như sau: • Thiết kế tính năng trong Game, duy trì và vận hành sự phát triển của Game. • Theo dõi chỉ số phát triển của Game và xây dựng chiến lược nâng cao chất lượng cho người chơi. • Phát triển ý tưởng Game theo kế hoạch, thiết kế event trong Game, tăng doanh thu dự án. • Phân tích KPI • Nắm bắt Mechanic • Thiết kế Mechanic • Thiết kế tính năng • Thiết kế event • Giao tiếp giữa các bộ phận   **Phúc lợi: - Thưởng lễ tết  - Thưởng lễ tết - Làm việc 5 ngày / tuần, nghỉ thứ 7 + chủ nhật + 12 ngày phép năm. - Có lộ trình phát triển nghề nghiệp rõ ràng. - Được tham gia BHXH, BHYT đầy đủ. - Ngoài ra còn có chế độ nghỉ “kỷ niệm ngày cưới, nghỉ sinh nhật gia đình”. - Du lịch, nghỉ mát, Team Building. - Được làm việc trong một công ty Game năng động, phát triển. Có nhiều thử thách, có cơ hội được đào tạo và nâng cao nghiệp vụ bản thân. - Salary: hấp dẫn tùy vào năng lực  *** Ứng viên có thể lựa chọn loại hình làm việc : Remote hoặc OfficeJob requirements Ứng viên sinh sống ở Tp. HCM hoặc nơi gần Tp. HCM để có thể thuận tiện đi đến công ty trong trường hợp cần thiết  [BẮT BUỘC] - Kinh nghiệm: từ 2 năm làm VẬN HÀNH game  - Có kiến thức tổng quan về thị trường Game nói chung cũng như nắm bắt tốt nhu cầu và nguyện vọng của người chơi game.   - Có khả năng giao tiếp và trình bày tốt.   - Có khả năng tổ chức công việc, giải quyết vấn đề nhạy bén để tìm ra các giải pháp tối ưu đảm bảo deadline với thời gian hạn chế.  - Có khả năng thích nghi nhanh chóng với nghiệp vụ. - Trong công việc không yêu cầu sử dụng ngoại ngữ, nhưng cần gửi CV tiếng Anh.   [ƯU TIÊN]  - Đam mê, thích, chơi, và nghiên cứu về Game.   - Có kinh nghiệm trong việc lập kế hoạch sản xuất Game.   - Có khả năng đọc và phân tích số liệu.   - Có khả năng đưa ra nhận định dựa trên lý luận logic.   - Có kiến thức hoặc kinh nghiệm trong việc lập trình game. ***Lưu ý: Để đáp ứng được công việc hiện tại, chúng tôi hy vọng tìm được ứng viên đáp ứng được các yêu cầu tuyển dụng trên.  [MỨC LƯƠNG] Tùy vào năng lực để đánh giá và quyết định mức lương của bạn   **Thời gian làm việc: Monday – Friday, From 8:00 – 17:00.  **Không nhận hồ sơ của ứng viên chưa có kinh nghiệm.",Negotiable,"SKILLPhát Triển Game, Game Design, Thiết Kế Game, Game Online, Mobile Game",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F3b%2F10304843.png&w=256&q=75,https://www.vietnamworks.com/remote-hcm-game-operation-operator-designer-planner--1761360-jd?source=searchResults&searchType=2&placement=1761960&sortBy=date
488,Tuyển Gấp Nhân Viên Thiết Lập Chương Trình Kiểm Tra AOI,Công Ty TNHH Điện Tử UMC Việt Nam,"Hải Dương, Hai Duong, Vietnam
Bắc Ninh
Hung Yen",Full-time,"Job description * Thiết lập chương trình, điều chỉnh chương trình cho máy kiểm tra hình ảnh AOI. * Sửa chữa, khắc phục lỗi khi phát sinh trên line với máy camera kiểm tra hình ảnh bản mạch AOI 2D, SPI, AOI 3D (kiểm soát chất lượng bản mạch bằng máy AOI - máy kiểm tra tự động bằng hình ảnh). * Điều tra, phân tích lỗi và cải tiến chương trình camera AOI. * Sẵn sàng làm việc theo ca.Job requirements * Nam hoặc Nữ. Tốt nghiệp Cao Đẳng trở lên chuyên ngành về kỹ thuật. * Hiểu biết về linh kiện điện tử, bản mạch điện tử. * Ưu tiên ứng viên đã có kinh nghiệm làm việc trong các nhà máy sản xuất hoặc làm về lĩnh vực liên quan như ở phần mô tả công việc.",Negotiable,"SKILLKỹ Thuật, Sản Xuất Bản Mạch, Tự Động Hóa",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F4a%2F134852.jpg&w=256&q=75,https://www.vietnamworks.com/tuyen-gap-nhan-vien-thiet-lap-chuong-trinh-kiem-tra-aoi--1761586-jd?source=searchResults&searchType=2&placement=1762186&sortBy=date
489,Senior Digital Product Management Specialist (Business Analyst),Công Ty Cổ Phần Tư Vấn Ideal Life (IZIon24),"Etown Central, 11 Doan Van Bo, Ward 13, Dist. 4",Full-time,"Job description - Playing the role as a product owner for the IZIon24 application, sales portal, and IZIon24 website. - Developing user stories and overseeing all stages of product creation, including design and development. - Managing the product backlog and prioritizing tasks based on changing requirements. - Monitoring and evaluating product progress at each stage of the process. - Liaising with the digital product team and other stakeholders to deliver updates. - Collaborating with prospective users to understand and anticipate their needs, translating them into product requirements. Working closely with the IT BA to prepare BRDs. Ensure proper tracking of all CRs / Enhancements and other requests in a structured and organised manner. - Responsible to co-ordinate with all internal business departments on production bugs raised, try trouble shooting to identify as much information, and raise with the IT department and track the development / fixing of the bugs raised.  - Responsible for testing (UAT) every enhancement / CR / development within the scope of product owner prior to deployment, providing sign-ofg. Maintain the level of urgency and agreed timelines for deployment.  - Managing the Notification System to send push/in-app notifications on the platforms. - Undertake other tasks assigned by Line Manager.Job requirements - BSc in Computer Science, Computer Engineering, Information Systems or similar fields.  - At least 02 years of experience in product management, Business Analyst, Product Owner, or a similar role, preferably working experience in Insurance, Insurtech, Fintech,.. - Hands-on experience managing all stages of the product life cycle. - Knowledge in mobile application development is highly advantageous. - Fluency in English  - Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. - Strong project management skills. - Ability to work under high pressure, resolve problems skills and adapt to the new environment.",Negotiable,"SKILLBusiness Analysis, Phân Tích Nghiệp Vụ Bảo Hiểm, Project Management, Product Management",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F73%2F11212750.png&w=256&q=75,https://www.vietnamworks.com/senior-digital-product-management-specialist-business-analyst-1756853-jd?source=searchResults&searchType=2&placement=1757453&sortBy=date
490,[Digital Finance] Backend Developer [HN],Difisoft Vietnam JSC,"Officity Coworking Space, Tầng 3 Tòa B, Việt Đức Complex, 39 Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Thành phố",Full-time,"Job description - Developing backend for mobile/web trading system - Maintaining a high-quality robust codebase - Doing task that is assigned by BA - Writing automation test using cucumber js to test api - Writing jmetter script to test api performance - Writing liquibase change log file for database migration - Rapidly build, iterate, test, and deploy new features and products - Working with the team using the Kanban process  You need to join one of the below products or need to develop a new product for clients  ### B2C business - B2C platform specialized for investment - https://www.paave.io  ### B2B business We provide solutions/services to Securities companies in Vietnam / Fintech outside Vietnam - Korea Investment Securities Vietnam: https://trading.kisvn.vn - KB Securities Vietnam: https://kbable.kbsec.com.vn - NH Securities Vietnam: - Recently launched https://nhsv.vn/page/huong-dan-giao-dich-tren-mobile-nhsv-pro.html  Please visit our homepage for more information https://www.difisoft.comJob requirements - At least 3 years working experience or equivalent experience  Skills  Must Have - Language: Java (Core, Spring, Spring Data JPA) (Knowing Typescript - Node.js is an advantage) - Database: MySQL / MongoDB / Redis - Message Queue: Kafka - Version control: git - Understanding Java Core, OOP, Dependency Injection, Design Pattern - Understanding in Data Structure, Algorithm - Ability to write well-documented, clean code - Ability to know what to test - Being familiar with REST API  Senior Position - Previous experience in the field or a similar field - Performance Optimization - Ability to working well with async - Give solution and advisement to junior and BA  Ideally - Kafka, Docker, Redis, SocketCluster, Microservices, Developing in Linux - Language: Java, Typescript - Understanding securities market - Jira",$100 - $4000,"SKILLIT Phần Mềm, Java, Typescript, Chứng Khoán",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F71%2F11034790.png&w=256&q=75,https://www.vietnamworks.com/digital-finance-backend-developer-hn-1761565-jd?source=searchResults&searchType=2&placement=1762165&sortBy=date
491,IT Communicator,Maruweb Viet Nam,Ho Chi Minh,Full-time,"Job description - Phiên dịch trong các buổi meeting dự án, đảm bảo thông tin dự án được truyền đạt chính xác và kịp thời tới 2 phía khách hàng và team phát triển. - Dịch các tài liệu dự án, dịch testcase, thực hiện test sản phẩm, chức năng - Phân tích yêu cầu, Q&A, hiểu được yêu cầu của dự án để truyền đạt cho dev - Hỗ trợ PM trong việc quản lí tiến độ, quản lí tasks và một số công việc khác trong team - Sẽ được đào tạo song song trong quá trình làm việc (on job training)Job requirements - Trình độ tiếng Nhật N2 trở lên - Kinh nghiệm dịch IT - Khả năng học hỏi nhanh, làm việc độc lập cao, có tinh thần trách nhiệm - Khả năng chịu được áp lực cao trong công việc - Có khả năng thuyết phục, thuyết trình, trình bày ý tưởng - Nắm bắt nhanh xu hướng công nghệ",$450 - $1200,"SKILLPhiên Dịch Tiếng Nhật, IT Communications, Japanese N2, Japanese",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F55%2F10554592.png&w=256&q=75,https://www.vietnamworks.com/it-communicator--1761617-jd?source=searchResults&searchType=2&placement=1762217&sortBy=date
492,Senior Data Manager,"Rochdale Spears Co., Ltd.","207 DT747A, khu phố Tân Lương, phường Thạnh Phước, thị xã Tân Uyên, tỉnh Bình Dương",Full-time,"Job description 1. Data Architecture Management - Develop and execute a comprehensive data strategy that supports business objectives and growth. - Lead the data architects in designing and implementing scalable, secure, and efficient data solutions. - Collaborate with IT teams, data scientists, and business teams to ensure data architecture meets organizational needs. - Oversee the evaluation and selection of database technologies and data management tools. - Ensure compliance with data security and privacy regulations. - Provide guidance on data architecture best practices and emerging technologies. - Oversee the administration and optimization of company web applications, including SharePoint, Salsify, and other ecommerce systems. - Manage updates, patches, and system integrations for optimal performance. - Troubleshoot and resolve issues related to web applications, ensuring minimal downtime. - Implement best practices for web application security and user access. 2. UI/UX Design Management - Develop and implement a cohesive UI/UX strategy across all digital platforms. - Collaborate with cross-functional teams to define and execute innovative design solutions. - Conduct user research and testing to inform design decisions and improve user experiences. - Manage design projects, ensuring timely delivery within budget constraints. - Stay updated on UI/UX trends and technologies to drive continuous improvement. - Lead and manage the UI/UX member, setting goals and fostering a creative and collaborative work environment. 3. Business Analysis  - Requirement Gathering: Engage with stakeholders to elicit, document, and prioritize business requirements, ensuring alignment with organizational goals. - Data Analysis: Analyze data sets, trends, and metrics to uncover insights that drive business solutions and improve processes. - Process Improvement: Identify opportunities for process enhancement, proposing and implementing strategies to streamline workflows and maximize efficiency. - Documentation: Create detailed documentation including business requirements, process flows, and user stories to guide development and implementation. - Collaboration: Work closely with cross-functional teams, including developers, project managers, and stakeholders, to ensure a shared understanding of project objectives.Job requirements - Bachelor’s degree in computer science, Information Systems, Design, or a related field. - English level: Excellent - No. of years related work experience: about 8 - 10 years - Deep understanding of data architecture principles, database design, and data management technologies. - Extensive experience in UI/UX design, proficient in design software. - Expertise in data modelling, and report/dashboard creation. - Strong analytical skills with a user-centred mindset.",Negotiable,"SKILLBusiness Analysis, UI/UX, Sharepoint Development, Data Analysis, Information Architecture",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F09%2F10834053.png&w=256&q=75,https://www.vietnamworks.com/senior-data-manager-1761536-jd?source=searchResults&searchType=2&placement=1762136&sortBy=date
493,Thực Tập Sinh Android,Công Ty CP Giải Pháp Thanh Toán Việt Nam (VNPAY),"Hà Nội, Việt Nam",Full-time,"Job description * Số lượng cần tuyển: 01 * Vị trí làm việc: Phòng Phát triển ứng dụng di động * Địa điểm làm việc: 22 Láng Hạ - Đống Đa- Hà Nội * Thời gian làm việc: 8h30 – 17h30 các ngày thứ 2-thứ 6  * Mô tả công việc: - Tham gia chương trình đào tạo thực tập sinh của VNPAY - Học hỏi, được tham gia ngay các dự án lớn của VNPAY khi hoàn thành, đáp ứng đủ chương trình đào tạo của teamJob requirements * Yêu cầu:  - Đã hoặc đang là sinh viên Công nghệ thông tin, Công nghệ phần mềm, Viễn thông, Khoa học máy tính, Điện tử... - Nắm vững một trong các ngôn ngữ lập trình: Java, Kotlin, C,C++, Swift, Python, PHP, JavaScript, TypeScript - Có các kỹ năng: HTML, CSS, Javascript - Có kỹ năng sử dụng thư viện ReactJS/ReactNative - Có kiến thức cơ bản, tư duy về Java/Kotlin, lập trình Android, OOP là lợi thế - Ưu tiên đã làm việc hoặc có kinh nghiệm với: Multi Module, MVVM, JetPack, xml layouts, Compose hoặc các kiến trúc, thiết kế mới - Ưu tiên có kiến thức tốt về thuật toán và cấu trúc dữ liệu giải thuật - Ưu tiên ứng viên có khả năng nghiên cứu, làm việc độc lập và phối hợp làm việc nhóm (khả năng tương tác và kỹ năng trao đổi trong nhóm). - Chủ động, trách nhiệm cao với công việc, khả năng cống hiến và gắn bó lâu dài với Công ty - Tiếng Anh đọc hiểu  * Chế độ đãi ngộ: - Mức hỗ trợ theo năng lực, đánh giá của buổi phỏng vấn - Hỗ trợ gửi xe - Được tham gia vào các dự án thực tế của VNPAY",Negotiable,"SKILLAndroid, Android Programming, C++, JavaScript, HTML",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F64%2F11035048.png&w=256&q=75,https://www.vietnamworks.com/thuc-tap-sinh-android-1761346-jd?source=searchResults&searchType=2&placement=1761946&sortBy=date
494,Business Support Analyst,Zuellig Pharma Viet Nam,"TNR Tower, 180-192 Nguyen Cong Tru, Dist.1, HCMC",Full-time,"Job description Purpose of Position: - Analyzing data and reports  - Optimizing operations with automated technology activities as an alternative to manual processing operations  Responsibilities - Identified and executed improvements for processes - Providing solutions and tools to automating daily reports. - Gather metrics from reports, analyze and prepare charts, professional slideshows on Power Point - Supporting customer service team to optimizing data, reports, documents, operating system, - Implement creative ideas together to optimizing operations with automated technology activities with management based on the understanding of each functions strategy - Work focuses on reporting, automating reports and systems with Local IT team, Digital team, regional IT team to optimizing operations with automated technology activities of CS. Built Training Material and training Automation Solution - Ensuring the best performance and user experience of the application, as well as security - Manage entire development process - Work closely with internal and external stakeholders - Filing document orderly as SOP (sales order, report…) - Handling all tasks assigned by the CS Supervisor. (i.e.: back-up planning, making the statistic report, database review…) - Attending training provided by the company which are necessary to handle the job - Attending trainings provided by the company which are necessary to handle the job - Attending department and company meetings  - Adhering to the company policyJob requirements Working Experience: - Background of economics or IT is preferred - Graduated from college upon - 2-3 years of hands-on IT experience, working for Customer Service/Contact Center and Digital/Automation - Strong Digital, CRM & Social Marketing expertise. - Project management skills - Good communication skills with an ability to manage multiple stakeholders - Strong data analytical background  Skill: - Must have “can do attitude “ - Problem solving skills - English skill - Microsoft office /Microsoft Apps - Competent with MS Power-point, Expert in Excel, MS.Access, Power Query, Power BI",Negotiable,"SKILLMicrosoft Power BI, Power Apps, Excel, Microsoft Office Access, Presentation Design",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F6e%2F11125272.png&w=256&q=75,https://www.vietnamworks.com/business-support-analyst-1--1761389-jd?source=searchResults&searchType=2&placement=1761989&sortBy=date
495,Data & System Management,Rich Products Vietnam,"182 Đường Lê Đại Hành, Phường 15, District 11, Ho Chi Minh City, Vietnam",Full-time,"Job description • Collect data, capture & upload sales data of customers 2nd & 3rd tier cities • Collect data C3 activities, mini workshop, seminar • Data cleaning, verifying, processing from BK channels, Salesforce users and integrating other platforms/tool Power BI … • Salesforce system deliveries - onsite support on features implementation, user adoption, gap and performance improvement opportunities across all Salesforce programs on a continuous basis • Data analyzing and utilizing efficiently: create, update, design reports and dashboards for the business to optimization of marketing activities based on customer segmentation and activitiesJob requirements • 3-5 experience in Data & System • Professional Excel; Power BI, Salesforce (yes is better) • Good conversational English • Communicate with customers to collect reports and sales instructions. • High dedication and accountability for managing project deadlines. • Ability to understand and use databases and statistical software.",Negotiable,"SKILLSystem Management, Problem Analysis, Data Management",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F38%2F10468611.png&w=256&q=75,https://www.vietnamworks.com/data-system-management-1761412-jd?source=searchResults&searchType=2&placement=1762012&sortBy=date
496,Cloud Solution Architect/cloud Presales,Công Ty Cổ Phần Hạ Tầng Viễn Thông CMC,"11 Duy Tân, Cầu Giấy, Hà Nội
CMC CREATIVE SPACE, Đường số 19, Tan Thuan Dong, District 7, Ho Chi Minh City, Vietnam",Full-time,"Job description - Tiếp nhận và phân tích yêu cầu tư vấn, khai thác nhu cầu của khách hàng về dịch vụ CMC Cloud - Thuyết trình giới thiệu sản phẩm dịch vụ CMC Cloud. - Thuyết trình giải pháp hệ thống cho Khách hàng. - Phối hợp triển khai hệ thống của khách hàng trên CMC Cloud - Tư vấn giải pháp chuyển dịch hệ thống của khách hàng về CMC Cloud - Đề xuất tối ưu hệ thống của khách hàng hiện hữu - Xây dựng và cập nhật tài liệu giải pháp tư vấn và bán hàng - Tổng hợp các thông tin đánh giá, yêu cầu cải thiện sản phẩm dịch vụ CMC Cloud - Viết báo cáo nghiên cứu, đánh giá các tính năng từ đối thủ, thị trường. - Trao đổi, làm việc với các đối tác công nghệ - Tổng hợp, đánh giá các case study trong quá trình tư vấn với khách hàngJob requirements - Có tối thiểu 2 - 3 năm kinh nghiệm làm việc với các hệ thống: HĐH (Linux/Windows), ảo hóa - Có kinh nghiệm và kiến thức về network - Có kiến thức và kinh nghiệm dựng mô hình HA cho ứng dụng, hệ thống - Có kiến thức về các công nghệ database, docker, k8s, giải pháp bảo mật - Kỹ năng đọc hiểu tài liệu tiếng Anh, giao tiếp tiếng Anh tốt - Kỹ năng trình bày, viết tài liệu tốt",$1000 - $1500,"SKILLCloud, Presales Technical, Tư Vấn",https://images.vietnamworks.com/img/company-default-logo.svg,https://www.vietnamworks.com/cloud-solution-architect-cloud-presales-1761261-jd?source=searchResults&searchType=2&placement=1761861&sortBy=date
497,"Nhân Viên IT / Senior Analyst Programer, Information Technology",Công Ty TNHH Tessellation Hòa Bình,"Hà Nội, Vietnam
Lô 20, đường số 1, KCN Lương Sơn, xã Hòa Sơn, huyện Lương Sơn, tỉnh Hòa Bình",Full-time,"Job description • Cung cấp hỗ trợ tuyến đầu trên các ứng dụng từ địa phương và ứng dụng từ Công ty • Thu thập và phân tích yêu cầu của người dùng, thiết kế, phát triển và duy trì các ứng dụng cục bộ. • Phối hợp chặt chẽ với IT tập đoàn để triển khai các dự án mới • Có kế hoạch hiệu quả cho kho dữ liệu, kiểm tra tình trạng hệ thống. • Cung cấp đào tạo cho người dùng • Đảm bảo tuân thủ các chính sách và quy định về an toàn tại mọi thời điểm. • Chịu trách nhiệm về việc thực thi các quy định lao động nội bộ, các chính sách và thủ tục của công ty hoặc bất kỳ chỉ thị nào từ Ban Giám đốc. • Giữ gìn vệ sinh 5S khu vực làm việc • Thực hiện các nhiệm vụ được phân công bởi quản lý và Trưởng bộ phận • Có trách nhiệm bảo quản và giữ gìn tài sản công ty • Tuyệt đối tuân thủ nội quy và chính sách an toàn của Công ty  Quyền lợi:  + Miễn phí ăn ca tại nhà máy với bếp ăn tự nấu, đảm bảo chất lượng vệ sinh & dinh dưỡng cho toàn thể công nhân viên. + Miễn phí khám sức khỏe đầu vào, được khám sức khỏe định kỳ hàng năm + Miễn phí đóng bảo hiểm sức khỏe, bảo hiể rủi ro 24/7 ngay khi thử việc + Được hỗ trợ tiền đóng bảo hiểm thất nghiệp, bảo hiểm y tế, bảo hiểm xã hội trong 2 tháng thử việc + Nhiều các loại phụ cấp: thưởng chuyên cần, trợ cấp con nhỏ, trợ cấp xăng xe (nếu ko đi xe đưa đón của công ty), trợ cấp cho lao động nữ + Môi trường làm việc hoà đồng, được đào tạo nâng cao kỹ năng, chuyên môn nghiệp vụ +Sau thử việc được tham gia BHXH, BHYT, BHTN theo qui định + Cơ hội thăng tiến nhanh + Thưởng tháng 13, xem xét tăng lương hàng năm + 14 ngày phép/năm + Hưởng 100% lương khi thử việc +Nhà máy xanh, sạch, đạt tiêu chuẩn về tiết kiệm năng lượng, không gây hại môi trường và sức khỏe người lao động. +Hàng năm, Công ty tổ chức nhiều hoạt động chăm lo đời sống tinh thần cho công nhân viên như Cuộc thi tài năng, cuộc thi cắm hoa, nấu ăn, tiệc cuối năm, Trung thu.Job requirements • Tốt nghiệp đại học (chuyên ngành phát triển phần mềm) • Có kinh nghiệm về ASP.NET, C #, HTML/ CSS, MVC, Javascript, Dịch vụ web • Cơ sở dữ liệu SQL Server, Oracle • Biết: Razor, Jason, bootstrap/ jquery • Kiến thức cơ bản về: cài đặt cửa sổ/ máy in… • Có từ 2 năm kinh nghiệm trở lên • Có khả năng đọc và hiểu tất cả các tài liệu I.T nội bộ/ bên ngoài (hồ sơ/ hướng dẫn sử dụng, v.v.) • Khả năng viết các báo cáo thường kỳ và thư từ • Có khả năng giao tiếp/ thuyết trình bằng tiếng Anh.  • Kỹ năng giải quyết vấn đề: Khả năng giải quyết các vấn đề khó khăn với các giải pháp kịp thời và hiệu quả • Kỹ năng giao tiếp/ lắng nghe: Khả năng giao tiếp hiệu quả ở tất cả các cấp trong nội bộ tổ chức và bên ngoài trong tất cả các nhà máy • Làm việc chăm chỉ • Ý chí học hỏi • Tự học • Nhiệt tình • Sẵn sàng hoàn thành các nhiệm vụ được giao",Negotiable,"SKILLIT Phần Cứng, IT Hardware, IT Production, IT Recruitment, Data Analysis",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Faf%2F11239276.png&w=256&q=75,https://www.vietnamworks.com/nhan-vien-it-senior-analyst-programer-information-technology-1761550-jd?source=searchResults&searchType=2&placement=1762150&sortBy=date
