job_title, company_name, requirement, salary, location, image_link, job_url
Java Developer,CÔNG TY TNHH BYTEUP TECHNOLOGY,"['Diploma / bachelor’s degree / Professional Certificates in Computer Science / Information Technology / Software Engineering, etc)\nAt least 4 years of relevant experience in full stack web development.\nFamiliar with Java, JavaScript, SQL, and Shell Scripts\nCandidate should possess a good understanding of and practical experience with Java Web based application development.\nStrong Java skills and object-oriented design experience, and design patterns.\nExperience in using Spring & Hibernate in programming works are highly preferred.\nFamiliar with Unix/Linux environment.\nFamiliar with different source control tools.\nGood knowledge with microservices is an added advantage.\nExperience in database performance tuning and query enhancement is an added advantage.\nExperience in dev-ops relevant tasks is an added advantage.\nKnowledge on Billing/charging interface/API is an added advantage.\nAbility to work with customers and identify adoption barriers and put forth plans to address these issues.\nExcellent analytical, problem solving, teamwork and communication skills.\nWilling to go extra mile to get job done at high standard.\nLanguage(s): Vietnamese and English as the role requires candidate to work with\ninternational team.\nApplicants should be Vietnamese citizens or hold relevant residence status']","1,500 - 3,000 USD",- Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/02fd70c146b016439a972c201f4c0eae-65f14f161bde9.jpg,https://www.topcv.vn/viec-lam/java-developer/1298083.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Salesforce Developer/ Lập Trình Viên Salesforce Lương Từ 300 USD,LOADING SYSTEMS APAC COMPANY LIMITED,"['You have a completed college education in the field of ICT (preferably application development);\nYou have experience with and knowledge of software development within Salesforce, for at least 3 years;\nYou have experience with Apex, HTML, Javascript, CSS, JSON or Rest(ful) integrations;\nYou have experience with MS SQL server and writing SQL queries;\nYou are able to work both in a team and independently, organise your work efficiently and, where possible, identify improvements;\nYou have a very good command of the English language;\nYou have good analytical skills and experience with problem analysis and problem solving;\nYou have knowledge of Atlassian tooling (Jira, Bitbucket and Confluence);\nYou are open to new working methods such as SCRUM, DevOps, etc;\nYou are energised by customer or user support;\nKnowledge and experience with ERP systems is a plus;\nKnowledge and experience with CAD systems within a programming environment is a plus.']","Trên 3,000 USD","- Hà Nội: Khu Đông Dừa, Phường Hà Cầu, Hà Đông",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/loading-systems-apac-company-limited-0641f7c0fd675e67383f2342480feb64-66188ac6729dd.jpg,https://www.topcv.vn/viec-lam/salesforce-developer-lap-trinh-vien-salesforce-luong-tu-300-usd/1300003.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Reactjs Developer (Middle/ Senior) - Lương Upto 30M,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,"['At least 2 years of experience with JavaScript, React.js.\nKnowledgeable about HTML5, CSS3, SASS, SCSS, and Bootstrap CSS.\nExperience working with Git, Restful API, and GraphQL.\nUnderstanding design trends such as Metro, Flat, Material, Fluent, etc., is an advantage.\nDetail-oriented, well-organized, agile, and eager to learn.\nStrong skills in UI, and UX are a plus.\nPreference for candidates with PHP experience and aspiring to become Fullstack Developers.']",15 - 30 triệu,"- Hà Nội: 18/11 Thái Hà, Đống Đa",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/498IvFMDo2L60nGzXP3a0Y75xxrC3S4g_1653639891____c1dbad37e1ff62ce9f069436a1dbbdf4.png,https://www.topcv.vn/viec-lam/reactjs-developer-middle-senior-luong-upto-30m/1303042.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Software Developer (C/C++),Công ty TNHH Shinhan DS Việt Nam,"['From 3 years of experience in Software Development/Embedded Development\nProficiency in C/C++ based on Unix, Linux.\nFamiliar with SQL/Oracle.\nGood to have: Pro C and Finance & Banking field.\nGood problem-solving & communication skills.\nDetail-oriented, proactive, and fast learner.\nCan communicate in English.']",Thoả thuận,"- Hồ Chí Minh: Centec Tower, 72-74 Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, TP.Hồ Chí Minh, Quận 3",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/Q6DbjQ20opnjccm2dkOgOPstXqDqr0fj_1702522936____93cd99459ede1e6386ebf60c9127ccf9.png,https://www.topcv.vn/viec-lam/software-developer-c-c/1282162.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Lập Trình Và Vận Hành Tiện CNC,Công Ty TNHH Kỹ Thuật ASG Việt Nam,"['Lập trình thành thạo máy tiện CNC hệ Fanuc\nĐọc hiểu bản vẽ thành thạo\nNam, tuổi dưới 45']",Thoả thuận,"- Hà Nội: Điểm công nghiệp Đắc Sở, Hoài Đức",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-ky-thuat-asg-viet-nam-5c80ec86aae2d_rs.jpg,https://www.topcv.vn/viec-lam/lap-trinh-va-van-hanh-tien-cnc/1288059.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Full Stack Developer (Lương 15-30 Triệu) - Hồ Chí Minh,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ J317,"[""Bachelor's degree in Computer Science, Engineering, or related field.\n2 years proven experience as a Full Stack Developer or similar role.\nProficiency in frontend development using Angular, HTML, CSS, and TypeScript.\nStrong understanding of backend development with Java, Spring Boot and MongoDB.\nExperience building RESTful APIs and integrating third-party services.\nSolid understanding of software development principles, design patterns, and best practices.\nKnowledge of containerization and deployment using Docker or similar tools.\nExcellent problem-solving and analytical skills with a proactive attitude.\nAbility to work independently and in a collaborative team environment.\nStrong communication and interpersonal skills.\nExperience with cloud platforms such as AWS, Azure, or Google Cloud Platform.\nFamiliarity with DevOps practices and CI/CD pipelines.\nKnowledge of SQL and relational database management systems.\nUnderstanding of agile methodologies and software development lifecycle.\nExperience with version control systems like Git.""]",15 - 30 triệu,"- Hồ Chí Minh: 80-82-84 Thăng Long, Phường 04, Tân Bình",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/8ziETB0OqHFi9Cl60Z1cieAEcR1rK1aR_1712549070____50e2f2c341524928cd16481ec9272ee0.jpg,https://www.topcv.vn/viec-lam/full-stack-developer-luong-15-30-trieu-ho-chi-minh/1304219.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Lập Trình Viên PHP (Senior),CÔNG TY CỔ PHẦN VINSCHOOL,"['- Thành thạo ngôn ngữ lập trình PHP, có kinh nghiệm sâu một trong các framework: Laravel 5 - 10, CakePHP, Zend, CodeIgniter (Đặc biệt là Laravel)\n- Thành thạo HTML/Javascript/jQuery/CSS/AJAX.\n- Thành thạo ít nhất 1 library/framework để phát triển front-end: Bootstrap (3-5), Angular2, VueJS (2-3), ReactJS,v.v...\n- Thành thạo việc xây dựng và sử dụng web service (XML, JSON)\n- Thành thạo việc sử dụng các large task, job, query background\n- Có kinh nghiệm về API Restful\n- Biết Unit testing\n- Có kinh nghiệm sử dụng ít nhất 1 hệ quản trị cơ sở dữ liệu MySQL, Postgresql, Oracle, Microsoft SQL Server, MongoDB\n- Kinh nghiệm devoloper ít nhất 5 năm trở lên.\n- Có kinh nghiệm quản lý dự án, có khả năng làm việc độc lập, làm việc theo đội/nhóm. có khả năng lập kế hoạch trong công việc.\n- Ưu tiên ứng viên có hiểu biết 1 trong các công nghệ khác như NodeJS, .NET, Python, Ruby...']",Tới 35 triệu,"- Hà Nội: KĐT Ocean Park -Gia Lâm -Hà Nội, Gia Lâm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/IWgswbwUnoLOrYkhMlzv0jHNxbWU3kgz_1633685713____cac5f742fc82a09850b270566e892324.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-php-senior/1299695.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
"Senior Backend Developer (NodeJS, Golang) - Blockchain Domain - Tại Hà Nội",CÔNG TY TNHH DỊCH VỤ PHẦN MỀM HÀO QUANG,"['At least 5 years of experience as a Backend Developer.\nSolid understanding and experience about Nodejs and another high-level programming language.\nStrong understanding of a project’s long-term goals such as maintainability, security, performance, etc.\nStrong in reading and writing technical documents in English.\nGood understanding of algorithms, software development methodologies and cloud computing.\nSolid understanding about NoSQL and SQL Database\nIt would be nice to have....\nA team player with a can-do attitude.\nExperience in Golang or Rust\nExperience in developing blockchain based products.']",20 - 50 triệu,"- Hà Nội: FPT Tower, 10 Phạm Văn Bạch, Cầu Giấy",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/senior-backend-developer-nodejs-golang-blockchain-domain-tai-ha-noi/1299845.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Middle/Senior PHP Developer (Upto 30M),CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ THIÊN QUANG,"['Thành thạo Laravel Framework và có kiến thức sâu về các khái niệm và cấu trúc của Laravel.\nTối thiểu 02 năm kinh nghiệm PHP.\nNắm chắc một trong các hệ cơ sở dữ liệu quan hệ (PostgreSQL, MySQL, Oracle ...), có kỹ năng làm việc với ORM (Object-Relational Mapping).\nThành thạo HTML, CSS, JavaScript (Jquery, AngularJS, Ajax, ...), Bootstrap, JSON, XML ...\nHiểu biết về các nguyên tắc phát triển ứng dụng web, kiến thức về thiết kế hướng đối tượng và mô hình MVC.\nSử dụng tốt các công cụ phát triển phổ biến như Git để quản lý mã nguồn.\nCó kỹ năng quản lý, trình bày và giải quyết vấn đề, gỡ lỗi, nắm bắt các trường hợp lỗi;\nCó khả năng làm việc độc lập và làm việc nhóm tốt;\nCó khả năng tìm hiểu, nghiên cứu, có khả năng làm việc trên nhiều nền tảng, ngôn ngữ.']",12 - 30 triệu,"- Hà Nội: Tòa nhà Kim Hoàn, Ngõ 19 Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Nam Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-cong-nghe-so-thien-quang-b906eec4de4398408fd4b215feffc22e-65b20947c23b6.jpg,https://www.topcv.vn/viec-lam/middle-senior-php-developer-upto-30m/1283889.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Lập Trình Viên PHP (PHP Developer),Công ty TNHH đầu tư công nghệ và dịch vụ Sconnect Việt Nam,"['Tốt nghiệp Đại học hoặc Cao đẳng các chuyên ngành: Công nghệ thông tin, Điện tử viễn thông, Khoa học máy tính hoặc tương đương.\nThành thạo ngôn ngữ PHP và có kinh nghiệm về platform Laravel.\nCó kinh nghiệm với NodeJS và kinh nghiệm triển khai, quản trị một trong các CSDL SQL (Oracle Sql, Sql Server, MariaDB,...) hoặc NoSq (MongoDB, Casandra, Redis, PostgreSql, Elasticsearch,...).\nÍt nhất 01 năm kinh nghiệm trong triển khai phần mềm.\nCó nền tảng tốt về quy trình phát triển phần mềm.\nCó kinh nghiệm với các font-end framework NodeJS/ ReactJs, VueJs là lợi thế.\nCó kinh nghiệm làm việc với Rest API, Git và Git flow.\nCó kinh nghiệm làm việc với Cloud,Javascript, CSS, HTML, mô hình Agile hoặc Scrum là một lợi thế.']",12 - 18 triệu,"- Hà Nội: Ngõ 286 Nguyễn Xiển, Thanh Xuân, Hà Nội, Thanh Xuân",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dau-tu-cong-nghe-va-dich-vu-sconnect-viet-nam-5fa89674d2435.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-php-php-developer/1308976.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
NodeJs Developer,Công ty TNHH AEGONA,"['• 2-3 years of experience. Language: Vietnamese (English is an advantage)\n• Knowledge of CI/CD, Kubernetes, Docker and AWS/GCP services is a plus\n• Works well with Git\n• Ability to work in a team and communicate effectively.\n• Experience with MySQL (an advantage).\n• Experience with node.js\n• Write API documentation\n• Knowledge of programming languages C#, ASP.NET, SQL']",Thoả thuận,"- Hồ Chí Minh: Công viên phần mềm Quang Trung, Quận 12",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-aegona-1a4ba7c167b3ecd22e1e872e89737659-5dd26d18e6e17.jpg,https://www.topcv.vn/viec-lam/nodejs-developer/1307848.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
AI Engineer,CÔNG TY TNHH THƯ VIỆN PHÁP LUẬT,"['1 - Có ít nhất 1 năm kinh nghiệm trong lĩnh vực AI/ML.\n2 - Tốt nghiệp Đại học các ngành có liên quan như Khoa học máy tính, Công nghệ thông tin, ưu tiên học chuyên về AI\n3 - Có kinh nghiệm về MachineLearning, NPL, LLM, DeepLearning.\n4 - Có kinh nghiệm với các mô hình AI sinh dữ liệu như GPT.\n5 - Khả năng đọc hiểu tài liệu chuyên ngành, ứng dụng công nghệ mới để nâng cao hiệu quả công việc.\n6 - Khả năng nghiên cứu và ứng dụng các nguồn mở AI.\n7 - Đọc và hiểu tài liệu tiếng Anh chuyên ngành.\n8 - Độ tuổi: 1995 - 2002']",Thoả thuận,"- Hồ Chí Minh: 17 Nguyễn Gia Thiều, phường Võ Thị Sáu, Quận 3",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-thu-vien-phap-luat-5d24441ba7467.jpg,https://www.topcv.vn/viec-lam/ai-engineer/1289345.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Front End Developer,"TECHVIFY SOFTWARE., JSC","['Bachelor’s degree in Computer Science, Software Engineering, or a related field.\nStrong problem-solving skills and attention to detail.\nYou have 1 to 3 years of experience in the field.\nDeep understanding of modern HTML5 + CSS techniques.\nDeep understanding of the DOM, browser components & APIs.\nUnderstanding of Microservices architecture or Service Oriented architecture (SOA) and RESTful APIs, GraphQL, WebSockets, Authentication, Authorization, Frontend Database.\nFamiliar with CI/CD, Docker, Static Web Application Deployment, ...\nYou are comfortable with writing code in Javascript ES6/Typescript and familiar with at least one modern frontend JS frameworks such as ReactJS, VueJS, NextJS, Vite etc, other technique, ie: Webpack, Babel, Gulp, Tailwind CSS, ...\nNice to have experience with modern frontend architecture such as Micro-Frontend.\nExcellent communication and teamwork skills.\nEagerness to learn and adapt to new challenges in AI to product.']",25 - 35 triệu,"- Hà Nội: 19 Tố Hữu Nam Từ Liêm, Hà Nội, Nam Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/NtBEMq5KBH0ugTBSoLOp7gIscwlJXjfQ_1655798222____da60731e3879e6897f4c605eee234156.png,https://www.topcv.vn/viec-lam/front-end-developer/1194537.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Lập Trình Viên Fullstack,CÔNG TY CỔ PHẦN SMART - SOLUTIONS VIỆT NAM,"['Yêu cầu chung:\n- Tốt nghiệp ĐH chuyên ngành CNTT và ĐTVT hoặc tương đương.\n- Có ít nhất 5 năm kinh nghiệm.\n- Kinh nghiệm trong Java, Spring boot, Angular, ReactJS.\n- Có hiểu biết vững chắc về các nguyên tắc lập trình và kỹ thuật lập trình (OOP / FP / OAP).\n- Có kinh nghiệm với:\n+ Database: PostgreSQL, MYSQL, Oracle...\n+ Front-end: Angular material, Ant design, front-end patterns, tích hợp RESTful APIs, ...\n+ Back-end: Redis, Kafka, Keycloak, Feign, Swagger, Liquid base, Websocket, ....\n- Có kiến thức về:\n+ Tìm kiếm đàn hồi\n+ HTML, CSS, Javascript, Typescript\n+ Web service RESTful API, HTTP request\n+ Xử lý cache dữ liệu\n+ Tối ưu hệ thống\n- Sử dụng công cụ quản lý mã nguồn Git.\n- Cẩn thận, trách nhiệm cao trong công việc.\n- Có khả năng làm việc độc lập, làm việc nhóm.\n- Sẵn sàng học tập các ngôn ngữ, framework mới.\nƯu tiên:\n- Nắm được cách xây dựng ứng dụng dựa trên kiến trúc Micro Services Micro Front-end, xây dựng API Gateway.\n- Kinh nghiệm UI/UX, thiết kế prototype sử dụng các công cụ figma.\n- Có kinh nghiệm lập trình và làm việc với mã nguồn mở.\n- Có tư duy logic khả năng xử lý tình huống tốt.\n- Có thể đọc hiểu tài liệu tiếng Anh.']","700 - 1,500 USD","- Hà Nội: Tầng 4, số 11 ngõ 21 Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội, Thanh Xuân",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/D7ZIvlB2ztjYlmGNPWQtUuOnQSZG1BeV_1660183277____4c258bddcf8364f43b2aa7ac1da645e5.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-fullstack/1169899.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Android ( Java ) Developer,Công ty Cổ phần giải pháp và nguồn lực công nghệ Itsol,"['-Có từ 2 năm kinh nghiệm đối với phát triển phần mềm trên nền tảng Android với ngôn ngữ lập trình Java\n-Có kiến thức về OOP, Desgin Patterns, nắm vững mô hình MVC, MVP\n-Đã làm việc với RxAndroid / RxJava.\n-Hiểu biết về Agile/Scrum\n-Onsite bank.']",Thoả thuận,"- Hà Nội: 25 Trần Hưng Đạo, Hoàn Kiếm, Hà Nôi·, Hoàn Kiếm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-giai-phap-va-nguon-luc-cong-nghe-itsol-5aec3af2d7391_rs.jpg,https://www.topcv.vn/viec-lam/android-java-developer/1305919.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
