Title,Company,Requirement,Salary,technical_skills,location,worktime,img_link,url
Senior Scrum Master,Simpson Strong-Tie Vietnam,"['If you can do everything listed above, you’ve got what it takes. Perhaps some of the following would be helpful too', 'Have at least 2 years of experience working as a dedicated Scrum Master', 'Excellent English speaking and written skills. (Mandatory', 'Have experience in product development environment, and in building a productive environment where team members enjoy working on it', 'Have experience in building high performing teams', 'Strong ability to influence cross-functional teams and leadership', 'Excellent presentation and facilitation, coaching and mentorship skills for applying Scrum theory, and practices', 'Must be enthusiastic and bring high-energy to the team', 'Strong ability in facilitating discussion, decision making, conflict resolution, and Scrum events', 'Hands-on experience in managing risks, issues, dependencies, continuous improvements plans and Motivating/encouraging the scrum team to improve continuously', 'Have experience working with other Scrum Masters to increase the effectiveness of applying Scrum', 'Hands-on experience in stakeholder engagement and communications']",Negotiable,"['CSM', 'Jira']","Tân Bình, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Simpson-Strong-Tie-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/80923/senior-scrum-master
DevOps Engineer,TotallyAwesome,"[""Bachelor's degree in Computer Science, Information Technology, or related field"", 'Proven experience as a DevOps Engineer or similar role', 'Strong knowledge of cloud platforms (e.g., AWS, Azure, GCP', 'Proficiency in scripting languages (e.g., Python, Shell, PowerShell', 'Experience with containerization and orchestration tools (e.g., Docker, Kubernetes', 'Familiarity with configuration management tools (e.g., Ansible, Puppet, Chef', 'Knowledge of CI/CD tools (e.g., Jenkins, GitLab CI/CD', 'Understanding of networking concepts and security best practices']",Negotiable,"['DevOps', 'AWS', 'MS', 'Azure', 'PowerShell', 'Python', 'Shell', 'Script', 'Jenkins', 'Puppet', 'Docker', 'Chef', 'Ansible', 'Kubernetes', 'GitlabCI', 'GCP', 'CI/CD']","Quận 10, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/TotallyAwesome-logo.jpg,https://www.itjobs.com.vn/en/job/80925/devops-engineer
Java Developer,Tomosia Vietnam,None,Negotiable,"['Java', 'Spring', 'Spring', 'Boot', 'Jmeter', 'Jenkins', 'Github', 'DevOps', 'Amazon', 'RDS', 'Postman', 'AWS', 'Amazon', 'EC2', 'Cloudwatch', 'CircleCI', 'Amazon', 'Elastic', 'Beanstalk', 'AWS', 'Amplify', 'AWS', 'CodePipeline', 'CI/CD']","Cầu Giấy, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/Tomosia-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/80926/java-developer
Backend Engineer,Raksul,"['Technical skills', 'Confident with the MERN stack (MongoDB/MySQL, ExpressJS, NodeJS, ReactJS). To us, “years of working” are just a number, we are looking for good engineers at any levels', 'Experience with Typescript or Ruby on Rails is a big plus', 'Solid experience developing with Linux and web-based application’s frameworks (preferably Ruby on Rails or ExpressJS', 'Experience or interested in learning how to build high performance systems', 'Familiar with cloud computing such as AWS', 'Other skills', 'Decent communication English skill to work with global members', 'Seniority level should have experience with guiding junior members', 'Pair programming and/or mob programming', 'Ability to work with others and preference on teamwork', 'High interest in learning and using new technology', 'Strong interest to change old industries with technology']",Negotiable,"['Ruby', 'on', 'Rails', 'ExpressJS', 'NodeJS', 'MySQL', 'MongoDB', 'TypeScript', 'AWS', 'ReactJS']","Quận 1, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Raksul-logo.jpg,https://www.itjobs.com.vn/en/job/80924/backend-engineer
Senior DevOps Engineer,FireGroup,"['Experience: Minimum of 4 years of experience as a DevOps Engineer, with a strong focus on web application and web API operations', 'Coding Experience: Proficiency in coding tools (Python, Shell script, JavaScript), with the ability to develop APIs and scripts to support automation and integration efforts within the DevOps environment', 'Cloud Expertise: Extensive hands-on experience with major cloud providers (e.g., AWS, Azure, GCP), including provisioning and managing cloud resources, and optimizing cloud-based solutions', 'Kubernetes Proficiency: In-depth knowledge of Kubernetes, including its architecture, deployment, and management, with a focus on CI/CD for web applications', 'System Design Experience: Proven track record of designing scalable, resilient, and high-performance systems that meet business requirements', 'Automation Skills: Strong expertise in automation tools and frameworks (e.g., Ansible, Terraform, Chef, Puppet) to streamline deployment and infrastructure management processes', 'Monitoring and Alerting: Proficiency in implementing monitoring and alerting solutions (e.g., Grafana, Prometheus, ELK stack) to ensure optimal system performance and availability', 'Security Mindset: In-depth understanding of security best practices, identity management, and network security to maintain a secure infrastructure', 'CI/CD Knowledge: Hands-on experience with setting up and optimizing CI/CD pipelines to automate testing and deployment processes', 'Problem-Solving Skills: Excellent problem-solving skills, with the ability to analyze and resolve complex technical issues efficiently', 'Collaborative Team Player: Strong communication and collaboration skills, with the ability to work effectively in a cross-functional team environment']",Negotiable,"['DevOps', 'Python', 'Shell', 'Script', 'JavaScript', 'Web', 'API', 'Puppet', 'Chef', 'MS', 'Azure', 'Grafana', 'Ansible', 'AWS', 'GCP', 'Terraform', 'Prometheus', 'ELK', 'CI/CD']","Quận 11, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/FireGroup-logo.jpg,https://www.itjobs.com.vn/en/job/80917/senior-devops-engineer
Junior System Administrator,VNPT EPAY,None,Negotiable,"['DevOps', 'Nginx', 'HAProxy', 'Java', 'Oracle', 'MySQL', 'Python', 'MS', 'Office', 'Jenkins', 'Docker', 'Grafana', 'Kubernetes', 'Bash', 'GitlabCI', 'Prometheus', 'CI/CD']","Từ Liêm, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/VNPT-EPAY-logo.jpg,https://www.itjobs.com.vn/en/job/80919/junior-system-administrator
Android Developer,FPT Software HN,"['Basic Qualifications', 'Bachelor’s degree in Computer Science or a related field', '5+ years of experience in developing Android applications', 'Experience with Voice Services (Alexa) using Android', 'Proficient in Java and Kotlin', 'Experience with Android SDK, Android Studio, and Git', 'Knowledge of RESTful APIs to connect Android applications to back-end services', 'Strong understanding of Android design principles and material design', 'Experience with third-party libraries and APIs', 'Experience with performance tuning, memory optimization, and debugging', 'Strong problem-solving skills', 'Excellent communication and teamwork skills', 'Preferred Experience', 'Experience developing Android application for Automotive industry', 'Experience integrating voice assistants like Alexa into Android Application app']",Negotiable,"['Android', 'Alexa', 'Java', 'Android', 'SDK', 'Git', 'Kotlin', 'RESTful', 'API', 'Android', 'Studio']","Cầu Giấy, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/FPT%20Software%20HN-logo.jpg,https://www.itjobs.com.vn/en/job/80921/android-developer
.NET Technical Leader,GEM Corporation,"['7+ years of technical experience with at least 5 years in .NET software development', 'Bachelor’s or master’s degree in computer science, Information Technology, or a related field', 'Experience in working on cloud enabled, independent applications and systems using .Net and open-source technologies', 'Proven experience in a technical leadership role with a focus on client engagement and satisfaction', 'Strong communication skills in English', 'Strong technical expertise and work experience in C#, Asp.NET Webforms, Asp.NET MVC, .Net Core; hands-on experience in WCF, WEB.API, and Web Services', 'Knowledge in microservices components such as Service Registry, Service Discovery, Composition/Orchestration/Transformation, Monitoring, Load Balancing and Scaling, High Availability (HA) and Failover, and Governance', 'Extensive expertise in applying design patterns like Dependency Injection, Inversion of Control, Singleton, Factory, Façade, and utilizing C# frameworks that facilitate the implementation of these coding patterns', 'Proficient in constructing testable software, creating abstraction layers, and employing mock objects', 'Good understanding and hands-on experience in FE frameworks', 'Extensive experience with DevOps, including CI/CD pipelines, release management, and infrastructure as code (IaC', 'Experience working with Agile methodologies', 'Ability to understand and address client needs, elicit comprehensive details, and provide meaningful guidance', 'Have a strong experience leading teams with minimum 5 members', 'Ability to adapt to changing priorities and work in a fast-paced environment', 'Preferred Qualifications', 'Previous experience participating in pre-sales activities, providing technical support to sales teams', 'Experience solving algorithm challenges that involve non-relational databases', 'In-depth knowledge with key Azure services relevant to .NET development, such as Azure App Service, Azure SQL Database, Azure Functions, etc', 'Microsoft certification/PSM/AWS certification']",Negotiable,"['.NET', 'C#', 'ASP.NET', 'Webforms', 'ASP.NET', 'MVC', 'WCF', 'Dependency', 'Injection', 'Web', 'Services', 'Web', 'API', 'IoC', 'Singleton', 'MS', 'Azure', 'DevOps', 'Azure', 'App', '.NET', 'Core', 'MS', 'Azure', 'SQL', 'Azure', 'Functions', 'IaC', 'CI/CD']","Từ Liêm, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/GEM-Corporation-logo.jpg,https://www.itjobs.com.vn/en/job/80903/net-technical-leader
Software Engineer,ISB Vietnam Company,"['Degree of IT (Bachelor, Associate', '1+ years of experience working on Software development ( Java/ .Net/ Nodejs/PHP/ Reactjs / Angular', 'Experience working on Azure / AWS services', 'Strong OOP, MVC, Web API programming models', 'Experience in Database programming with Entity Framework, SQL Server', 'Good teamwork spirit and logical thinking', 'Proactive, well self-organized, and responsible in work', 'Able to quickly manage new technologies', 'Certificate Azure / AWS']",Negotiable,"['Java', '.NET', 'NodeJS', 'PHP', 'Entity', 'MVC', 'OOP', 'Web', 'API', 'MS', 'SQL', 'AngularJS', 'MS', 'Azure', 'AWS', 'ReactJS']","Tân Bình, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/ISB%20Vietnam%20Company-logo.jpg,https://www.itjobs.com.vn/en/job/80904/software-engineer
Software Engineer,FCS Computer Systems,"['Diploma/ Degree in IT, Computer Science or equivalent', 'Programming Language : Python', 'At least 2 years’ experience in Python', 'Strong problem-solving skills', 'Self-motivated and passion for technology innovation', 'Possess a good and positive attitude. Willing to learn and able to work with a team', 'Familiar with SCRUM/AGILE is an added advantage', 'A candidate with working experience in SQL query and stored procedure is preferred', 'Intermediate written and spoken technical English, enough to discuss issues with teams remotely']",Negotiable,"['Python', 'SQL', 'Query', 'Stored', 'Procedure']","Tân Bình, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/FCS-Computer-Systems-logo.jpg,https://www.itjobs.com.vn/en/job/80905/software-engineer
Senior/ Medior .NET Engineer,Positive Thinking Company,"['At least 3 to 5+ years’ experience working in web development technologies with in-depth knowledge of .NET technologies', 'Awareness of N-tier architectures, database design, transaction processing, distributed systems, TDD and dependency injection', 'Experience with some core technologies: C#, .NET, .NET Core, Microservices, Web API, ASP.NET, MVC, SQL Server, AWS, Lambda, RDS, S3, Elasticsearch, Event-based architectures', 'Experience with CI/CD, Unit Testing, REST API design', 'Proficient in database development, web development, windows development, source code control, configuration management, deployment', 'Experience\u202fin Agile development environments', 'Good verbal English communication skills, especially in the global software development environment', 'Be happy to coach, mentor and train less senior colleagues', 'Nice to have', 'Experience with Frontend (ReactJS, State management, Hooks']",Negotiable,"['.NET', '.NetTiers', 'Database', 'Design', 'ASP.NET', 'MVC', 'C#', 'Dependency', 'Injection', 'Unit', 'testing', 'TDD', 'Web', 'API', 'AWS', 'Lambda', 'MS', 'SQL', 'REST', 'API', 'Elasticsearch', 'Amazon', 'S3', 'Amazon', 'RDS', 'AWS', '.NET', 'Core', 'Microservices', 'CI/CD']","Tân Bình, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Positive-Thinking-Company-logo.jpg,https://www.itjobs.com.vn/en/job/80858/senior--medior-.net-engineer
Mid/Senior Fullstacks Developer,OCG Technology,"['Good command of English', 'Bachelor’s degree in computer science, Information Technology, or a related field', '5+ years of experience in software development projects', 'Experience working with core front-end programming languages such as HTML, CSS, JavaScript', 'Proficiency in various frameworks like Java, Python, React, Angular, Vue.js', 'Strong skills in application optimization and performance', 'Ability to work both independently and within a team', 'Experience working through the software development life cycle (waterfall/Agile) across all phases including design, development, testing, implementation, deployment, maintenance', 'Having experience in leadership is an advantage']",Negotiable,"['Java', '.NET', 'Python', 'JavaScript', 'HTML', 'CSS', 'AngularJS', 'VueJS', 'ReactJS']","Đống Đa, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/OCG-Technology-logo.jpg,https://www.itjobs.com.vn/en/job/80859/mid-senior-fullstacks-developer
Bridge Engineer,OCG Technology,"['Graduated in Information Technology/Software Development', 'Japanese language fluency, at least equivalent to N2', 'Can build and keep good relationships with members and clients', 'Over 3 years of experience in the IT field and over 1 year of experience as BrSE', 'Fluency in a programming language, preference is given to candidates who know how to use one of the following programming languages/platforms: Java, .NET', 'Hardworking, good critical thinking and problem-solving skills', 'Good teamwork skills and readiness to challenge', 'Advantage: Have ability to manage projects']",Negotiable,"['Bridge', 'SE', 'Java', '.NET']","Đống Đa, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/OCG-Technology-logo.jpg,https://www.itjobs.com.vn/en/job/80860/bridge-engineer
Power Apps Architecture,OCG Technology,"['Have 2 years at least coding using PowerApps', 'Have 3 years at least in software development', 'Experience in designing, developing, implementing, and supporting solutions on PowerApps', 'Ability to understand and learn technical subjects and emerging technologies', 'Experience working through the software development life cycle (waterfall/Agile) across all phases including design, development, testing, implementation, deployment, maintenance', 'Fluently in English']",Negotiable,"['PowerApps', 'Unit', 'testing', 'Integration', 'Testing', 'Root', 'Cause', 'Analysis']","Đống Đa, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/OCG-Technology-logo.jpg,https://www.itjobs.com.vn/en/job/80861/power-apps-architecture
Front-end Developer,Allgrowlabo,None,Negotiable,"['JavaScript', 'HTML', 'CSS', 'jQuery', 'PHP', 'Ajax', 'MySQL', 'Adobe', 'Illustrator', 'Git', 'SEO', 'Wordpress', 'Github', 'BitBucket', 'SCSS', 'Adobe', 'Photoshop', 'Gitlab', 'Adobe', 'XD']","Quận 3, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Allgrowlabo-logo.jpg,https://www.itjobs.com.vn/en/job/80844/front-end-developer
IT Business Analyst,Asia Commercial Bank - ACB,"[""Bachelor's degree preferably in Computer Science or Business Information System"", 'Obtaining IT knowledge-base', 'Fluent in English and Vietnamese to be able to communicate directly with customers', 'At least 3 years of working experience of which 2 years in analyzing requirements', 'Basic experience in programming languages', 'Basic knowledge of databases such as database schema and simple SQL query', 'Knowledge of testing approaches and techniques', 'General understanding and experience of business processes as well as an interest in understanding a broad range of business models and needs']",Negotiable,"['BA', 'SQL', 'Query', 'Test', 'Scenario', 'UAT']","Quận 3, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Asia-Commercial-Bank---ACB-logo.jpg,https://www.itjobs.com.vn/en/job/80843/it-business-analyst
Software Developer,Shinhan DS Vietnam,"['Requirement', 'Proficiency in C/C++ based on Unix, Linux', 'Familiar with SQL/Oracle', 'Good to have: Pro*C and Finance & Banking field', 'Good problem-solving & communication skills', 'Detail-oriented, proactive, fast learner']",Negotiable,"['C', 'C++', 'Unix', 'Oracle', 'Linux', 'MS', 'SQL', 'Pro*C']","Quận 3, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Shinhan-DS-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/80842/software-developer
Scrum Master,MealSuite,"['Fluent in English', 'Scrum Master Certification (CSM', 'Solid knowledge of Jira and Confluence', '2+ years of relevant work experience', 'Familiarity with software development', 'Excellent knowledge of scrum practices', 'Excellent communication and coaching skills', 'Problem-solving and organization skills', 'Ability to manage time and prioritize tasks', 'Agile framework training experience is an asset', 'Jira project admin experience is an asset']",Negotiable,"['CSM', 'Jira', 'Confluence']","Quận 7, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/MealSuite-logo.jpg,https://www.itjobs.com.vn/en/job/80840/scrum-master
Business Analyst,Fullerton Health,"['Diploma/Degree in Computer Engineering, Business Administration or related field', '3+ years in an IT Business Analyst role', 'Excellent command of English', 'Excellent problem-solving skills', 'Analytical mindset', 'Exceptional interpersonal skills', 'Excellent written and verbal communication skills', 'Attention to detail', 'Bonus] SCRUM Master Certification', 'Bonus] IT Development experience', 'Bonus] Experience in Healthcare or Insurance industry']",Negotiable,"['BA', 'CSM']","Quận 1, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Fullerton-Health-logo.jpg,https://www.itjobs.com.vn/en/job/80839/business-analyst
Java Back-end Developer,DEK Technologies,"['A University Qualification in Software Engineering or a related degree with', '3+ years of experience Java development', 'Coding at high quality applying Clean Code, Design Patterns and SOLID principles', 'Knowledge of DevOps practices and culture', 'Agile SCRUM/KANBAN experience', 'Spring (Core, Boot, Web, Data, AOP, Transaction Management', 'Persistence tools and ORM (Hibernate, Querydsl, Spring JDBC template', 'HTTP protocol, web services and best practices', 'Data Management tools (Relational/ nonRelational/ inMemory DBs, Message Brokers', 'Good English communication skills', 'Desired skills', 'Agile processes knowledge and experience', 'Estimation and planning', 'Time management skills, embracing change', 'Communication skills', 'Sociable, proactive, team player']",Negotiable,"['Java', 'Hibernate', 'Spring', 'Design', 'Patterns', 'SOLID', 'DevOps', 'Spring', 'Boot', 'Spring', 'Data', 'Spring', 'AOP', 'Spring', 'Core', 'SpringJDBC']","Tan Binh, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/DEK-Technologies-logo.jpg,https://www.itjobs.com.vn/en/job/80838/java-back-end-developer
PC Application Developer,Bosch Global Software Technologies (BGSV),"['Bachelor / Master degree, major in Computer Science or Information Technology or Electrical & Electronics Engineering', 'Experiences in desktop application development', 'Good knowledge on C#, .NET [Winforms technology', 'Nice to have Xamarin Forms and Xamarin Native development (Xamarin iOS, Xamarin Droid), Xamarin for Visual Studio on both Apple iOS and Android platforms', 'Experience in SOLID principles, design patterns, and MVVM Architecture', 'Hands on with Threads, File handling, Events and delegates concepts', 'Knowledge on Git/ JIRA/ BitBucket', 'Interop services (Communicating C library using C', 'Having a good understanding and experience CI/CD']",Negotiable,"['C#', '.NET', 'Winform', 'Jira', 'Git', 'MVVM', 'Design', 'Patterns', 'SOLID', 'Xamarin', 'BitBucket', 'CI/CD']","Tân Bình, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Bosch-Global-Software-Technologies-(BGSV)-logo.jpg,https://www.itjobs.com.vn/en/job/80808/pc-application-developer
Product Manager,Nakivo,"['You will be a potential candidate if you have', '3+ years of experience in IT (any technical role', 'English level: Fluent English', 'You will be a strong candidate if you have', 'Higher education in computer science/technical field', 'Experience in writing professional software requirements', 'Virtualization experience', 'Technical writing experience', 'Software testing experience', 'IT administration experience']",Negotiable,"['PMP', 'Jira']","Phu Nhuan, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Nakivo-logo.jpg,https://www.itjobs.com.vn/en/job/80809/product-manager
Team Leader/Senior Ruby on Rails Developer,Vareal Vietnam,"['Graduated from university with a technology-related degree', 'More than 4 years of working experience with Ruby, Ruby on Rails', 'Demonstrate sound knowledge and experience of front-end technologies such as HTML, JavaScript, CSS and JQuery', 'In depth understanding of object-oriented programming', 'Good knowledge of relational databases', 'Ability to research, catching up and learning new technology']",Negotiable,"['Ruby', 'on', 'Rails', 'Ruby', 'JavaScript', 'jQuery', 'HTML', 'CSS', 'OOP']","Cầu Giấy, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/Vareal-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/80810/team-leader-senior-ruby-on-rails-developer
Senior PHP Developer,New Ocean IS (NOIS),"['Technical skills', 'Develop and maintain high-quality PHP code', 'Implement and manage continuous delivery systems and methodologies on AWS', 'Understand, implement, and automate security controls, governance processes, and compliance validation', 'Design, manage, and maintain tools to automate operational processes', 'Attend daily stand-up meetings to discuss project progress and roadblocks', 'Collaborate with clients to understand and gather business requirements', 'Translate business requirements into technical specifications for development teams', 'Work closely with Business Analysts (BAs) and development teams to ensure accurate and timely delivery of software solutions', 'Stay updated with emerging technologies and industry trends to apply in project work', 'Ready to learn and learn programming', 'Proority is given to candidates with experience in management, leadership, or mentoring', 'Personal skills', 'Bachelor’s degree in computer science, Engineering, or related field', 'English Fluent', 'Experience at least 3-years about lead/mentor', 'Extensive experience with PHP programming', 'Proficient in using GIT for version control', 'Strong experience in deploying and managing applications on AWS', 'Knowledge of cloud architecture and MongoDB', 'Excellent communication and presentation skills for interacting with clients and team members', 'Ability to translate complex business requirements into technical solutions', 'Strong problem-solving skills and ability to work under tight deadlines']",Negotiable,"['PHP', 'AWS', 'Git', 'MongoDB']","Tân Bình, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/New-Ocean-IS-(NOIS)-logo.jpg,https://www.itjobs.com.vn/en/job/80811/senior-php-developer
Unity Games Developer,Aviron,"['Education/Training Required', 'Bachelor Degree in Computer Science/Information Technology or equivalent', 'Required Job Skills', '2+ years of relevant software development experience', 'Strong knowledge in C# and OOP', 'Strong knowledge of Unity3D development', 'Have knowledge of Android development', 'Have knowledge of creating Android plugin for Unity3D', 'Have knowledge of networking', 'Nice to Have', 'Knowledge of common mobile game mechanics', 'Experience in distributed version of control software SVN/GIT', 'Have knowledge of creating Android plugin for Unity3D', 'Have been a part of at least 1 complete game in Unity', 'Skills/Traits/Abilities', 'Eager to learn', 'Honest', 'Responsible and enthusiastic in work', 'Creative', 'Positive thinker (striving for the best', 'Proactive (especially with research', 'Team player', 'Love innovation and inspiration', 'Hard working and willing to learn']",Negotiable,"['Unity', 'C#', 'OOP', 'Android', 'Unity3D']","Tan Binh, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Aviron-logo.jpg,https://www.itjobs.com.vn/en/job/80812/unity-games-developer
Senior .NET Engineer,AdNovum Vietnam,"['To master this job, you should have', 'Bachelor’s degree in Computer Science or equivalent', 'Minimum 5 years of experience in software development', 'Proficiency in C#, Winforms, WPF, VB.NET, .NET framework', 'Advanced application of OO design, design patterns and SOLID principles', 'Strong understanding of object-oriented programming (OOP) principles', 'Good knowledge of Unit test, SQL database', 'Excellent communication skills in English', 'Strong plus if you have any/some of following', 'Experience with .NET core, Entity framework', 'Experience with Elastic Search', 'A keen interest to learn new technologies and to get to know various business domains', 'Experience in Agile software development (e.g. state-of-the-art CI/CD tools and DevOps automation', 'Experience on writing technical documents and providing effort estimations', 'Customer facing experience with effective listening and interaction skills', 'Proactive mindset that is creative and solution oriented', 'Experience in mentoring junior project team members']",Negotiable,"['C#', 'Winform', 'WPF', '.NET', 'VB.NET', 'OOP', 'Unit', 'testing', 'Design', 'Patterns', 'MS', 'SQL', 'SOLID']","Tân Bình, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/AdNovum-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/80813/senior-.net-engineer
DevOps Engineer,CubicStack Solutions,"['Minimum 2-years of working experience as DevOps engineer or System Engineer/System Administrator (Linux', 'Has at least 1 year experience with AWS architecture and services (VPC, EC2, ALB, ECS, S3, RDS, Lambda, Cloudwatch', 'Experience in using Terraform to deploy and manage infrastructure', 'Working knowledge with Docker and using Docker container clusters in production', 'Experience in building and operating CI/CD pipelines using Git on cloud services (Bitbucket, Gitlab', 'Knowledge of administration Database (MySQL, MongoDB', 'Familiar with Monitoring and Alerting tools: Grafana, Prometheus, AWS Cloud Watch', 'Working knowledge of scripting using Bash/Python', 'Understanding of networking and firewall concepts', 'Good problem solving and troubleshooting skills', 'Ability to work independently and on a team', 'Carefulness and Responsibility']",Negotiable,"['DevOps', 'Linux', 'AWS', 'MySQL', 'Python', 'Git', 'MongoDB', 'AWS', 'Lambda', 'Docker', 'BitBucket', 'Grafana', 'Amazon', 'S3', 'Amazon', 'RDS', 'Amazon', 'EC2', 'Cloudwatch', 'Bash', 'Gitlab', 'Terraform', 'Prometheus', 'Amazon', 'ECS', 'ALB', 'CI/CD', 'Amazon', 'VPC']","Quận 10, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/CubicStack-Solutions-logo.jpg,https://www.itjobs.com.vn/en/job/80814/devops-engineer
Salesforce Developer,Hybrid Technologies HN,"['Must have', 'At least 2 years experience as Salesforce Developer / BrSE Salesforce', ""Bachelor's Degree in Computer Science or related field"", 'Salesforce Platform Developer 1 Certified', 'Apex development', 'Hands-on experience in administration setup, e.g., managing users, security controls, and data as well as creating roles, profiles, and reports', 'Experience in designing custom objects, custom fields, picklists, page layouts, workflow, approval processes, validation rules, custom tabs, reports, Visualforce pages, dashboards, and email generation according to application requirements', 'Nice to have (Optional', 'Salesforce Advanced Administrator Certified', 'Salesforce Platform Developer 2 Certified', 'Have Japanese language skill is a plus']",Negotiable,"['Salesforce', 'Apex', 'Bridge', 'SE']","Cầu Giấy, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/Hybrid-Technologies-HN-logo.jpg,https://www.itjobs.com.vn/en/job/80792/salesforce-developer
Adobe Commerce Team Leader,Niteco Vietnam HN,"['Minimum of 5 years of hands-on experience in Adobe Commerce (Magento) e-commerce development', 'Proven experience in leading and managing Adobe Commerce (Magento) e-commerce development teams', 'Strong knowledge of PHP, MySQL, JavaScript, HTML, and CSS', 'In-depth understanding of Adobe Commerce (Magento) architecture and customization', 'Proficiency in Adobe Commerce (Magento) 2.x/Adobe Commerce Cloud, including module development, theming, and API integration, PWA', 'Experience with version control systems (e.g., Git) and DevOps practices', 'Familiarity with e-commerce best practices, SEO, and performance optimization', 'Excellent problem-solving skills and the ability to troubleshoot complex technical issues', 'Strong communication and collaboration skills to work effectively with cross-functional teams and clients', 'Have a solid understanding of Agile delivery methodology and lead teams in the implementation of the solution according to the design/architecture', 'Creative thinking and a passion for delivering high-quality e-commerce solutions', 'Ability to work in a fast-paced and dynamic environment', 'Strong written and verbal communication skills; Ability to communicate effectively with technical']",Negotiable,"['Magento', 'PHP', 'MySQL', 'JavaScript', 'HTML', 'CSS', 'Git', 'SEO', 'DevOps']","Đống Đa, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/Niteco-Vietnam-HN-logo.jpg,https://www.itjobs.com.vn/en/job/80793/adobe-commerce-team-leader
Senior/Lead Java Developer,Rakus Vietnam,None,Negotiable,"['Java', 'Spring', 'Spring', 'Boot', 'JUnit', 'PostgreSQL', 'MySQL', 'DDD']","Quận 12, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Rakus%20Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/80794/senior-lead-java-developer
Quality Control Engineer,MODEC,"['Requirements', '2-5 year experience in application testing', 'Experience with project management tools (e.g Jira, Trello, AzureDevops', 'Strong knowledge of software QA methodologies, tools and processes', 'Experience in writing clear, concise and comprehensive test plans and test cases', 'Experience with BDD/Cucumber is a plus', 'Enjoy working in a startup environment', 'Intermediate english proficiency is mandatory, interview will be conducted in English']",Up to 2000,"['QA', 'QC', 'Jira', 'Trello', 'Test', 'Plan', 'Test', 'Case', 'BDD', 'Cucumber', 'Azure', 'DevOps']","Vũng Tàu, Bà Rịa-Vũng Tàu",Full Time,https://www.itjobs.com.vn/upload/Employer/MODEC-logo.jpg,https://www.itjobs.com.vn/en/job/80876/quality-control-engineer
UI/UX Designer,ABBank,None,Negotiable,"['UI/UX', 'Figma', 'Adobe', 'Illustrator', 'Adobe', 'InDesign', 'Sketch', 'Adobe', 'Photoshop']","Quận 1, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/ABBank-logo.jpg,https://www.itjobs.com.vn/en/job/80875/ui-ux-designer
