job_title,company_name,requirement,salary,location,image_link,job_url
Mobile Developer (Flutter),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,"['- At least 3 years of experience in developing mobile applications using flutter.\n- Experience working with Agile Team.\n- Good knowledge of OOP, understanding and applying SOLID and Design principles Pattern.\n- Good knowledge of data structures and algorithms.\n- Specialized English reading comprehension skills.\n- Information analysis and synthesis skills.\n- Willing to learn , demanding, proactive, responsible in work.\n- Dynamic, detail-oriented in work.\n- Honest, responsible, professional.']",The deal,"- Ho Chi Minh: Building 678, No. 67 Hoang Van Thai, Tan Phu Ward, District 7, Ho Chi Minh City, District 7",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/n0KHk7XaKpN8TxBOwdnP6rc2Gh8WXyg2_1634027913____6f6b658004e401d4a82dabc09b019e00.PNG,https://www.topcv.vn/viec-lam/mobile-developer-flutter/1291501.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Java Programmer /Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRỰC TUYẾN ATO,"['• Graduated from University with a good degree or higher majoring in IT, Telecommunication, Applied Mathematics\n• At least 1 year of experience developing software applications in Java language\n• Have good knowledge of programming and object-oriented design (OOP), Design Patterns\n• Have a good foundation in data structures and algorithms\n• Have good knowledge of the software development process\n• Be proficient in one of the following technologies : Webservices (SOAP/RESTful), Websocket, Hibernate, JPA, HTML5/CSS3, Spring MVC, Struts\n• Proficient in one of the relational database management systems: Oralce, MySQL, SQL Server\n• Dynamic, bright create, have the ability to self-study\n• Priority is given to candidates with international certificates from Oracle in Java application development: Java SE, Java EE']","Up to 2,000 USD","- Hanoi: 21 Cat Linh, Dong Da",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/DpseNEtZNBQgdSOYvQiPowKfyzI72A8Z_1659348414____1728a4c078befe7ac73153a39afce455.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-java-developer/869153.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Data Engineer,AMIGO,"['Skills:\nPreferred university graduate majoring in IT or Electronics and Telecommunications\nExperience in developing ETL or reports such as: SQL, DataStage, Tableau, PowerBI, Python..\nExperience participating in one of types of projects: Data Analytics, Business Inteligence, Data Warehouse, Data Lake, BigData...\nAbility to communicate & read technical documents in English.\nGood behavioral, communication, and presentation skills\ nProblem solving and teamwork skills\nAbility to work independently, proactively, responsible, and enthusiastic in work.\nOther requirements:\nHealth, compliance with discipline;\nAbility ability to learn and work in a high-pressure environment.']",The deal,"- Hanoi: Room 501, 5th floor, IPH Building, 241 Xuan Thuy, Dich Vong Hau Ward, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/xgP58RlfDMVpsSqnbRIlTjBc2fH7AtG3_1666853989____3e36d5debfb97ff1de9553ad72d458e1.png,https://www.topcv.vn/viec-lam/data-engineer/1291309.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Backend Developer (ASP.NET),CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,"['Graduated from university majoring in IT, Information Technology, Computer Science, or equivalent.\nAt least 1 year of programming experience in ASP.NET C#, Entity Framework\nProficient in using C#, ASP language. NET API, Entity Framework\nHave good knowledge of database design, using SQL Server\nHave good knowledge of Web API\nHave knowledge of microservices, design patterns\nHave knowledge of html, javascript and css\nHave knowledge Basic knowledge of security\nKnow how to use git, visual studio\nAble to analyze system design\nAble to self-research and solve problems\nProactive and responsible with work\nCareful and meticulous meticulous in work']",10 - 20 million,"- Hanoi: 136 Hoang Ngan, Trung Hoa, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/uJzjXoGzXVhtfRWDPtXs43Wa5W9Dub7T_1647831808____ca04e1945f551f21b3aa6b3b0f56c17d.png,https://www.topcv.vn/viec-lam/backend-developer-asp-net/1251520.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Frontend Developer (Angular),CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,"['Graduated from university majoring in IT, Information Technology, Computer Science, or equivalent.\nAt least 1 year of Angular 2+ programming experience\nProficient in Angular 2+, Javascript, Typescript, CSS, HTML\ nHave good knowledge of Web API, Microservice\nHave basic knowledge of security\nKnow how to use Git\nHave good thinking about UI/UX, customer-centric\nAbility to self-research and solve problems \nProactive and responsible with work\nCareful and meticulous in work']",10 - 20 million,"- Hanoi: 136 Hoang Ngan, Trung Hoa, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/uJzjXoGzXVhtfRWDPtXs43Wa5W9Dub7T_1647831808____ca04e1945f551f21b3aa6b3b0f56c17d.png,https://www.topcv.vn/viec-lam/frontend-developer-angular/1251532.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Fullstack Developer (PHP),CÔNG TY TNHH CÔNG NGHỆ ALADIN,"['- Have at least 2 years of experience working on the Web\n- Proficient in PHP, JavaScript, HTML, CSS\n- Proficient in Laravel, VuJS frameworks, working with MySQL/MariaDB, MongoDB databases\n- Have knowledge Knowledge of DevOps, knowing Python is an advantage.\n- Proficient in HTML, CSS, PHP, Javascript and frameworks: Laravel, Vu.js\n- Programming to interact well with Databases MySQL (MariaDB), MongoDB\ n- Enthusiastic in work and actively learning.\n- Proficient in using Git\n- Priority is given to candidates with experience in understanding AI and applying AI models.']",Up to 25 million,"- Hanoi: Landmark 72, Pham Hung, Cau Giay, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-cong-nghe-aladin-62bea2582f884.jpg,https://www.topcv.vn/viec-lam/fullstack-developer-php/1260653.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Backend Developer (Java/Python),CÔNG TY TNHH CÔNG NGHỆ ALADIN,"['Candidates need to have:\n3-4+ years of experience or more in:\n+ Programming language: Java\n+ Experience with DB stacks: MySQL, MongoDB, Elasticsearch, Solr, Redis, Kafka , RabbitMQ\n+ Have experience in packaging and deploying projects with Git, Docker, k8s\n+ Have good programming and system architecture thinking\nPreference will be given to candidates with:\n+ Having participated in projects related to AI, especially BOT (Chatbot/Voice Bot)']",15 - 35 million,"- Hanoi: Landmark 72 Building, Area E6, Pham Hung, Cau Giay, Hanoi, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-cong-nghe-aladin-62bea2582f884.jpg,https://www.topcv.vn/viec-lam/backend-developer-java-python/1244473.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
AI Engineer - AI Engineer (From 1 Year of Experience),"Toshiba Software Development (Vietnam) Co., Ltd.","['EDUCATION\nBachelor or higher in Computer Science, Information Technology, related Engineerings, or Mathematics.\nFrom 1-year working experience in Real AI/data science projects is required.\nJOB DESCRIPTION\nStrong analytical skills and mindset.\nSolid background knowledge at Maths (Linear Algebra, Probability & Statistics, Optimization)\nGood at one of programming languages: Python, C++, Java (Python is most preferred.)\nGood at one of Deep Learning frameworks: TensorFlow/Keras or PyTorch and Python libraries (scikit-learn, numpy, scipy, pandas, matplotlib)\nDemonstrate practical experience in one of areas: machine learning, deep learning, generative AI, data science, and optimization through real and impactful projects.\nExperience with MLOps, cloud-based development is preferred.\nAbility to read and apply research papers quickly to related problems.\nGood at writing technical reports and presentation of technical problems (in English).\nGood at English (all 04 skills), knowing Japanese language is a plus. \nOther attitude characteristics: proactive, responsible, can-do, and get-thing-done.']",The deal,"- Hanoi: VIT Tower, 519 Kim Ma, Ba Dinh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/toshiba-software-development-vietnam-co-ltd-6296d3a69752d.jpg,https://www.topcv.vn/viec-lam/ai-engineer-ky-su-ai-tu-1-nam-kinh-nghiem/1251641.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
"Blockchain Developer(Junior,C,Go,NodeJS Or Python )",A.N.LAB (Công ty CP Trung tâm nghiên cứu A.N),"['Good programming in one of the languages ​​C++, Go, NodeJS or Python;\nHaving experience in network programming is an advantage;\nAble to read and understand documents in English;\nPriority is given to candidates with experience Self-study or have a good math foundation;\nAble to withstand high work pressure;\nWelcome those without experience, as long as you have strong basic math knowledge and are willing to learn, A.N.Lab will have a roadmap training;\nFinal year students who love researching Blockchain and want to learn more about Image AI can submit part-time CVs with flexible hours to complete their studies at school and become employees. officially right after graduation;']",The deal,"- Hanoi: Floor 8, Building 18-4, No. 8 Pham Hung, Mai Dich Ward, Cau Giay District, Hanoi, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/a-n-lab-cong-ty-cp-trung-tam-nghien-cuu-a-n-5b10c52b3d911_rs.jpg,https://www.topcv.vn/viec-lam/blockchain-developerjunior-c-go-nodejs-or-python/1285034.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Python Developer,CÔNG TY CỔ PHẦN THE 20,"[""Proven work experience as a back-end developer and at least one year of experience in an equivalent position.\nAn in-depth understanding of the entire web development process (design, development, and deployment).\nHands-on experience with programming languages ​​such as Python.\nFamiliarity with front-end languages ​​(e.g., HTML, JavaScript, and CSS).\nStrong teamwork skills with a problem-solving attitude.\nBachelor's degree in Computer Science or a relevant field.\nPreference will be given to candidates with experience in the ecommerce field.""]",20 - 30 million,"- Ho Chi Minh: 281/15 Binh Loi, Ward 13, Binh Thanh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/imwGAaBHH9rSIdiMG55fOcDYei8nPMSa_1647353865____7a677ffe013c86f0922e35571d5fdccf.png,https://www.topcv.vn/viec-lam/python-developer/1290417.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
PHP Developer,Công ty cổ phần kinh doanh công nghệ Open Techiz,"['Ability to search and read and understand technical English;\nRequires experience in making finished products (projects or projects);\nAble to use a Javascript framework;\nMaster of OOP and database;\nAchievement Proficient with the MVC model;\nAbility to handle DIV/CSS, JS and Ajax.\nExperience working with Magento is an advantage\nAccept candidates without much experience for training.' ]",Up to 30 million,"- Hanoi: Floor 04, building A1, Ecolife Capitol project. No. 58 To Huu, Trung Van, Nam Tu Liem, Hanoi, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-kinh-doanh-cong-nghe-open-techiz-5bda85dd9d7ad_rs.jpg,https://www.topcv.vn/viec-lam/php-developer/280945.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
BackEnd Python Developer,CÔNG TY CỔ PHẦN MỸ PHẨM SACHI - CHI NHÁNH SACHICO,"[""Proven work experience as a back-end developer and at least one year of experience in an equivalent position.\nAn in-depth understanding of the entire web development process (design, development, and deployment).\nHands-on experience with programming languages ​​such as Python.\nFamiliarity with front-end languages ​​(e.g., HTML, JavaScript, and CSS).\nStrong teamwork skills with a problem-solving attitude.\nBachelor's degree in Computer Science or a relevant field.\nPreference will be given to candidates with experience in the ecommerce field.""]",15 - 25 million,"- Ho Chi Minh: 281/15 Binh Loi, Ward 13, Binh Thanh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/777bf56e3ad14de6a5d3d36601a1e3d8-5e3d2c2be840c.jpg,https://www.topcv.vn/viec-lam/backend-python-developer/1290400.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Backend Programmer,Tổng Công Ty Bưu Điện Việt Nam,"['Knowledge/Experience:\n- Have at least 01 year of experience developing software projects, especially in the field of digital services, banking and finance, payment intermediaries and fintech.\n- Graduated from a regular university majoring in Information Technology, Electronics and Telecommunications or other related majors.\n- Experience in Java programming (SpringBot, Hibernate Framework...)\nWorking skills :\n- Ability to self-research and proactively learn about information technology and payment technology.\n- Experience in developing systems and software in finance, banking, payment intermediaries, etc.']",10 - 35 million,"- Hanoi: No. 5 Pham Hung, My Dinh 2, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/nBNPkQkrfuOtWjjDGPgeruRA71p2GfL3_1636699404____e6c630eb09a6f7a7db18ecce00051318.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend/1217688.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Fullstack Developer,CÔNG TY TNHH SYSTEMEXE VIỆT NAM,"['At least 4 years of Backend programming experience with Java, Spring Boot and Frontend programming experience with ReactJs /VueJS/Angular.\nKnowing how to use GIT is an advantage\nAble to work independently and well in teams \nCreative and proactive in work, grasp and solve problems quickly\nKnowing Japanese or working at a Japanese company is an advantage']",The deal,"- Can Tho: 3rd Floor, No. 200 Tran Hung Dao Street, An Nghiep Ward, Ninh Kieu",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-systemexe-viet-nam-621f3e210b0f5.jpg,https://www.topcv.vn/viec-lam/fullstack-developer/1290945.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Middle Java Developer,Công ty TNHH Phần Mềm Dsoft,"['Graduated from University majoring in IT\n- Have at least 02 years of experience working on:\n+ Java Springboot\n+ BPMN WorkFlow (Flowable, Camunda)\n+ RDBS\n+ REST APIs\n+ Micro Services\n+ Maven/ Gradle\n+ Activemq\n+ AWS docker, AWS DynamoDB/RDS, AWS API Gateway, AWS Clodwatch, XRay\n- Have experience working and designing databases on Databases;\n- Have basic understanding of operating systems Linux, Unix;\n- Priority is given to candidates with experience integrating applications with other systems.\nGo to work on time according to company regulations from Monday to Friday (from 08:30 - 12:00, 13:00 - 17:30 )\nDress politely when coming to work']",Over 12 million,"- Ho Chi Minh: Room 12, House 8, Street 13, Quang Trung Software Park, Tan Chanh Hiep Ward, District 12, Ho Chi Minh City, District 12",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-phan-mem-dat-viet-5ea67abdb10c0.jpg,https://www.topcv.vn/viec-lam/middle-java-developer/304308.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Frontend Developer,Công ty cổ phần TechLead,"['- Education level: University\n- Have about 2-4 years of frontend programming experience\n- Basic knowledge of JS/TS\n- Have experience working with frameworks and libs ReactJS/ VueJS/Angular\n- Master knowledge of HTML, CSS\n- Basic knowledge of Git\n- Have a mindset towards optimizing user experience for the product\n- Progressive spirit, eager to learn, proactive Active at work.\n- High sense of responsibility.\nWorking hours: Monday - Friday and Saturday every other week (8:30 a.m. - 6:00 p.m.)']",The deal,"- Hanoi: Floor 4-No. 11 Nguyen Xien - Thanh Xuan - Hanoi, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/SogckOI7cgkOLKWozp6qxI550MdaShmY_1658888401____bebc6c34b148ccc603316bf5aa9da566.png,https://www.topcv.vn/viec-lam/frontend-developer/1166925.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Java Developer,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),"['Graduated from a regular university, majoring in IT or related fields (priority is given to HUST, PTIT, UET, MTA, KMA, HAUI,...)\nAt least 3 years of experience with at least 1 framework Java (springboot,...)\nPreferably have more experience with Frontend Reactjs\nHave working experience and proficiency in Database: MariaDB, Oracle\nExperience with queue, message, cache technologies (redis, RabbitMQ , Kafka,...)\nExperience with CI/CD, microservices\nAbility to think well, change technology quickly\nResponsibility, eager to learn and apply new technologies and participate in new fields new areas and products\nHave a spirit of coordination and good teamwork ability, always ready to share and develop the team\nNot afraid to go onsite']",The deal,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dich-vu-di-dong-the-he-moi-nms-612f13af7b344.jpg,https://www.topcv.vn/viec-lam/java-developer/1231481.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Fresher Data Engineer /Reverse Engineer,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),"['Proficient in Python/Java language;\nGraduated with Honors or higher from one of the following schools:\nUniversity of Technology - Hanoi National University;\nHanoi University of Science and Technology;\nPostal Institute of Technology Telecommunications;\nFPT University;\nPriority is given to candidates who have had self-made projects from start to finish, related to data;\nPassionate about exploring and exploiting new technologies;\nHonest, eager to learn;\n nHave a sense of responsibility, initiative and the ability to organize work effectively.']",Up to 50 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dich-vu-di-dong-the-he-moi-nms-612f13af7b344.jpg,https://www.topcv.vn/viec-lam/fresher-data-engineer-reverse-engineer/1289552.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Fullstack NodeJS Developer With 1 Year of Experience,Công ty TNHH Printway,"['At least 1 year of experience developing with NodeJS.\nProficient in ExpressJS.\nExperience in HTML/CSS/Javascript.\nProficient in tools: GIT, Jira.\nExperience working with systems PostgreSQL/ MySQL/ MongoDb database administration.\nKnowledge of clean code, coding conventions.\nKnowledge of OOP.\nKnowledge of basic design patterns.\nAbility to work with at least 1 Frontend framework: ReactJS, NextJS']",12 - 20 million,"- Hanoi: 2nd Floor, Building 1B, VL1 Area, Trung Van Commercial and Service Area, Trung Van Ward, Nam Tu Liem District, Hanoi, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/7RAkx4vAMRk3MCxFs5oTiKIwIlRrAEVr_1685777280____ff00c03f26b1dd826186e0e6cf01b97b.png,https://www.topcv.vn/viec-lam/fullstack-developer-nodejs-tu-1-nam-kinh-nghiem/1290947.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Middle React Native Developer (Mobile/Edtech),"Step Up Education Co.,ltd","['Minimum 2 years of experience developing Mobile App (React Native).\nKnowledge of IOS and Android. Have participated in and resolved issues related to native ios, android\nCreated Redux Saga, redux toolkit.\nHave experience optimizing app performance, working with Restful API, Firebase, Redux, Socket, Push Notification, Reanimated .\nExperience in optimizing application performance (memory usage, memory leak, cache,...)\nExperience using source control such as Git.\nProficient in cross-platform mobile app programming on React Native framework.\nAdvantages if any.\nIf not, then you need to have the potential to learn, because there are good people in the company to guide. In addition, the company is willing to invest money and time to help each individual improve.\nThese are skills that help teams work together better and limit wrong decisions.\nHave a mindset and love for Data Analysis \nProduct development\nAlgorithmic thinking\nNot only good, we look for ""appropriately good"" teammates.\nLove the field of education and have sympathy for Step Up products or Step people Up (if you know someone in Step Up). If you don't research the company before applying, there's a high chance you're not the person we're looking for.\nHardworking and persistent. Billionaires also put in tens of thousands of hours of quality work before they got rich. Let's work together to achieve success and wealth.\nBe diligent and eager to learn. We only get better at the things we don't know. So open all your senses to ask lots of questions and find ways to answer them.\nCritical thinking. We don't like working with employees who only know how to ""say yes"". The boss may be wrong, the employee may be wrong, but the organization must be right. From above and below, listen and be open to each other's perspectives, determined for a common goal.\nBe a person who balances thinking with execution. At Step Up, from the CEO to the employees, no one just thinks without doing, and being a good person, no one just does without taking the time to think.']",18 - 25 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/step-up-education-co-ltd-5fa10e883b688.jpg,https://www.topcv.vn/viec-lam/middle-react-native-developer-mobile-edtech/1290630.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Java Full Stack Developer,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,"['University graduate majoring in IT, Mathematics or equivalent knowledge\nAt least 1 year of software development experience\nExperience in Backend such as Java Core, Spring, Hibernate, SQL\nProficient in Front-End such as HTML5, CSS3, Javascript, Bootstrap, Angular\nGood logical thinking\nMaster of basic algorithm data structures\nAbility to quickly grasp and research new technologies\nProactive, passionate about work, ready accept challenges, always pay attention to developing yourself to new heights\nGood communication skills, open, friendly\nEffective teamwork skills']",Up to 25 million,"- Hanoi: Hapulico Center Building, 85 Vu Trong Phung, Thanh Xuan, Hanoi, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dau-tu-va-cong-nghe-hebela-61de59e86e04b.jpg,https://www.topcv.vn/viec-lam/java-full-stack-developer/505122.html?ta_source=JobSearchList_LinkDetail&u_sr_id=HslJLHbabOfkT3JMrvgGutMuKQgiaqDW9e6iQUeG_1713598907
Back-End Developer (Project Manager Postion),CÔNG TY TNHH TƯ VẤN UNI,"['Experience with Python/Django is an advantage.\nExpertise and hands-on experience with Web services, API, ORM, Restful.\nUnderstanding of website performance metrics.\nIt would be a plus if you have knowledge and experience with AWS and DevOps']",15 - 25 million,#NAME?,https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/back-end-developer-project-manager-postion/1288741.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Unity Developer (Minimum 1 Year of Experience),Công ty Cổ phần Sói Đen,"['Have at least 1 year of experience with Unity (Junior level) and at least 2.5 years of experience (Senior level); Having directly participated in developing products released to the global market is an advantage.\nProficient in C# and Unity; understanding of UI Canvas, Physics, Particle System, Optimization; Have good knowledge of OOP, Design Patterns;\nLove games and play games;\nHigh sense of responsibility, hardworking, diligent in work, able to withstand high work pressure;\nAble to manage Manage tasks, organize and coordinate work well\nAbility to work independently and collaborate well in groups; Be proactive in work\nHave the spirit of listening, sharing and be willing to learn new technological knowledge;\nAbility to read, understand and search for documents in English.']",Up to 30 million,"- Hanoi: Building 34T Hoang Dao Thuy, Trung Hoa, Cau Giay, Hanoi, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/dd049969f193bbde7b9dc80866272294-6458bfb435e39.jpg,https://www.topcv.vn/viec-lam/unity-developer-toi-thieu-1-nam-kinh-nghiem/1041670.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Blockchain Developer 2yoe+ Experience,Công Ty Cổ Phần NCCPLUS Việt Nam,"['- Bachelor's degree in information security, computer science or related field.\n- At least 2 years of experience working with Blockchain.\n- Proficient in programming languages ​​such as C++, Java and Python.\n- Vast experience in back-end development, algorithms and data structures.\n- Knowledge of cryptography and Blockchain protocols.\n- Knowledge and experience in one of the following programming languages: C, C++, C#, Solidity, Golang, Rust, Java, JavaScript or TypeScript.\n- Extensive knowledge of best practices in Blockchain management and data protection.']",The deal,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-nccplus-viet-nam-5d93008274346.jpg,https://www.topcv.vn/viec-lam/blockchain-developer-2yoe-kinh-nghiem/1290836.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
AI Engineer (Computer Vision),Công Ty Truyền Thông Và Công Nghệ ICOMM Việt Nam,"['- Proficient in one of the programming languages: Python, C#, C/C++, ...\n- Ability to read and understand scientific articles\n- Teamwork and teamwork skills independent\n- Passionate and able to withstand pressure well\n- TOEIC 550+\n- Understanding of object recognition models with neural networks such as CNN, Yolo, RCNN, SSD, ...\ n- Proficient in OpenCV\n- Proficient in using one of the deeplearning-framework: Tensoflow, Keras, Caffe, Pytorch, MXNET\nPreferred\nHave participated in building large systems that require high load capacity\ nComputer Vision: Experience with libraries and deployment frameworks such as ONNX TensorRT, Deepstream,...']",Up to 40 million,"- Hanoi: 48 To Huu, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-truyen-thong-va-cong-nghe-icomm-viet-nam-5e95892f9baa9.jpg,https://www.topcv.vn/viec-lam/ai-engineer-computer-vision/1275607.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Backend Developer (Nodejs),CÔNG TY CỔ PHẦN CÔNG NGHỆ FINVIET,"['• From 4 years of experience working in Software Development\n• Strong proficiency with NodeJS, ReactJS...\n• Experience with payment gateway project\n• Understanding the nature of asynchronous programming and its quirks and workarounds\n• Understanding accessibility and security compliance\n• User authentication and authorization between multiple systems, servers, and environments\n• Proficient understanding of code versioning tools, such as Git\n• Excellent in problem-solving and analytical skills\n• Good planning skills, highly responsible, careful, proactive']",Up to 35 million,"- Ho Chi Minh: Floor 9, Hoang Viet Building, 34 Hoang Viet, Ward 4, Tan Binh District, Ho Chi Minh City, Tan Binh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-cong-nghe-finviet-60e7a9c50bdfa.jpg,https://www.topcv.vn/viec-lam/backend-developer-nodejs/316125.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Leader AI Engineer,CÔNG TY TNHH THỊ GIÁC META,"['4 years of experience or equivalent working in the field of Deep Learning in the Computer Vision field.\nGood programming and software design ability.\nEver worked as a team leader or project leader.\nHave a passion for programming, AI, Computer Vision.\nGood logical thinking, high sense of responsibility.\nPriority is given to candidates with work experience and knowledge of automation lines.\nPriority is given to candidates with good English skills. Japan (N3 or higher).']","1,500 - 2,500 USD","- Hanoi: 7th Floor - Golden Field Building, 24 Nguyen Co Thach Street, My Dinh 2 Ward, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/091b52d6f858563e1379c0e4e05d7842-6321adf8db2dd.jpg,https://www.topcv.vn/viec-lam/leader-ai-engineer/1225002.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
